Frame,Value
7732,341
7733,357
7734,344
7735,363
7736,360
7737,351
7738,363
7739,341
7740,363
7741,341
7742,357
7743,349
7744,355
7745,343
7746,345
7747,343
7748,364
7749,344
7750,364
7751,340
7752,341
7753,369
7754,354
7755,360
7756,345
7757,369
7758,368
7759,367
7760,367
7761,343
7762,363
7763,350
7764,343
7765,369
7766,351
7767,343
7768,364
7769,362
7770,346
7771,355
7772,346
7773,342
7774,346
7775,357
7776,346
7777,370
7778,360
7779,360
7780,340
7781,358
7782,348
7783,356
7784,346
7785,360
7786,367
7787,346
7788,368
7789,340
7790,361
7791,369
7792,360
7793,340
7794,347
7795,362
7796,343
7797,341
7798,364
7799,357
7800,362
7801,358
7802,350
7803,365
7804,340
7805,368
7806,362
7807,341
7808,365
7809,343
7810,349
7811,360
7812,358
7813,360
7814,359
7815,365
7816,356
7817,365
7818,366
7819,364
7820,345
7821,349
7822,344
7823,347
7824,363
7825,352
7826,364
7827,352
7828,345
7829,351
7830,364
7831,350
7832,349
7833,340
7834,362
7835,370
7836,360
7837,348
7838,369
7839,360
7840,352
7841,359
7842,365
7843,350
7844,348
7845,351
7846,362
7847,358
7848,369
7849,349
7850,367
7851,359
7852,353
7853,360
7854,363
7855,355
7856,340
7857,347
7858,340
7859,341
7860,346
7861,366
7862,349
7863,362
7864,350
7865,369
7866,370
7867,357
7868,359
7869,362
7870,360
7871,343
7872,358
7873,362
7874,362
7875,359
7876,362
7877,358
7878,352
7879,359
7880,352
7881,355
7882,350
7883,357
7884,364
7885,354
7886,354
7887,366
7888,367
7889,367
7890,357
7891,348
7892,346
7893,355
7894,343
7895,348
7896,359
7897,361
7898,344
7899,358
7900,363
7901,362
7902,351
7903,341
7904,370
7905,364
7906,365
7907,370
7908,350
7909,347
7910,342
7911,353
7912,356
7913,341
7914,368
7915,357
7916,364
7917,346
7918,348
7919,349
7920,348
7921,366
7922,354
7923,369
7924,367
7925,366
7926,359
7927,349
7928,343
7929,362
7930,341
7931,348
7932,367
7933,346
7934,361
7935,343
7936,364
7937,347
7938,362
7939,359
7940,357
7941,341
7942,345
7943,350
7944,358
7945,353
7946,365
7947,351
7948,369
7949,361
7950,368
7951,354
7952,353
7953,344
7954,351
7955,367
7956,353
7957,368
7958,368
7959,354
7960,353
7961,340
7962,355
7963,346
7964,370
7965,343
7966,345
7967,370
7968,364
7969,345
7970,363
7971,343
7972,355
7973,365
7974,365
7975,355
7976,366
7977,348
7978,352
7979,357
7980,349
7981,342
7982,358
7983,344
7984,359
7985,356
7986,362
7987,361
7988,356
7989,360
7990,356
7991,363
7992,364
7993,360
7994,358
7995,343
7996,369
7997,363
7998,350
7999,358
8000,358
8001,355
8002,344
8003,351
8004,356
8005,348
8006,349
8007,355
8008,345
8009,357
8010,352
8011,342
8012,349
8013,362
8014,357
8015,352
8016,352
8017,367
8018,365
8019,365
8020,351
8021,363
8022,355
8023,349
8024,362
8025,364
8026,365
8027,346
8028,347
8029,358
8030,347
8031,356
8032,365
8033,367
8034,368
8035,340
8036,360
8037,355
8038,357
8039,360
8040,353
8041,350
8042,346
8043,362
8044,364
8045,348
8046,368
8047,351
8048,357
8049,353
8050,369
8051,357
8052,349
8053,354
8054,348
8055,341
8056,362
8057,348
8058,366
8059,347
8060,357
8061,355
8062,361
8063,359
8064,357
8065,352
8066,356
8067,362
8068,341
8069,360
8070,361
8071,355
8072,361
8073,351
8074,346
8075,370
8076,357
8077,363
8078,358
8079,341
8080,359
8081,360
8082,367
8083,357
8084,353
8085,340
8086,344
8087,351
8088,347
8089,342
8090,343
8091,350
8092,345
8093,368
8094,353
8095,358
8096,348
8097,367
8098,366
8099,368
8100,358
8101,343
8102,362
8103,356
8104,344
8105,360
8106,341
8107,362
8108,357
8109,370
8110,340
8111,346
8112,369
8113,343
8114,365
8115,345
8116,348
8117,363
8118,340
8119,356
8120,356
8121,347
8122,345
8123,347
8124,343
8125,348
8126,351
8127,358
8128,343
8129,351
8130,364
8131,360
8132,351
8133,358
8134,360
8135,359
8136,358
8137,367
8138,345
8139,353
8140,342
8141,344
8142,346
8143,369
8144,340
8145,342
8146,353
8147,344
8148,354
8149,352
8150,348
8151,340
8152,369
8153,358
8154,361
8155,351
8156,370
8157,341
8158,352
8159,348
8160,365
8161,345
8162,363
8163,342
8164,366
8165,347
8166,349
8167,364
8168,370
8169,354
8170,347
8171,349
8172,369
8173,367
8174,362
8175,353
8176,363
8177,364
8178,348
8179,347
8180,343
8181,365
8182,356
8183,369
8184,365
8185,361
8186,368
8187,344
8188,357
8189,359
8190,350
8191,345
8192,360
8193,366
8194,368
8195,350
8196,364
8197,367
8198,365
8199,369
8200,368
8201,350
8202,344
8203,370
8204,358
8205,358
8206,356
8207,341
8208,345
8209,341
8210,342
8211,366
8212,367
8213,348
8214,352
8215,364
8216,348
8217,342
8218,369
8219,349
8220,365
8221,352
8222,341
8223,356
8224,351
8225,346
8226,355
8227,359
8228,359
8229,354
8230,355
8231,353
8232,346
8233,353
8234,340
8235,360
8236,358
8237,365
8238,351
8239,368
8240,361
8241,358
8242,362
8243,358
8244,356
8245,352
8246,353
8247,361
8248,351
8249,356
8250,358
8251,346
8252,348
8253,352
8254,365
8255,354
8256,360
8257,354
8258,345
8259,353
8260,347
8261,345
8262,355
8263,343
8264,358
8265,354
8266,356
8267,364
8268,354
8269,357
8270,358
8271,345
8272,354
8273,361
8274,362
8275,350
8276,367
8277,370
8278,360
8279,344
8280,353
8281,352
8282,364
8283,348
8284,363
8285,362
8286,357
8287,342
8288,362
8289,343
8290,368
8291,353
8292,355
8293,346
8294,341
8295,359
8296,347
8297,360
8298,347
8299,368
8300,367
8301,367
8302,342
8303,360
8304,357
8305,370
8306,365
8307,365
8308,351
8309,364
8310,359
8311,358
8312,341
8313,353
8314,363
8315,350
8316,346
8317,364
8318,360
8319,343
8320,342
8321,361
8322,356
8323,364
8324,343
8325,364
8326,357
8327,369
8328,345
8329,360
8330,341
8331,355
8332,370
8333,349
8334,345
8335,353
8336,360
8337,341
8338,353
8339,357
8340,360
8341,359
8342,346
8343,369
8344,359
8345,362
8346,341
8347,356
8348,366
8349,370
8350,367
8351,350
8352,344
8353,357
8354,345
8355,344
8356,341
8357,358
8358,364
8359,346
8360,370
8361,363
8362,368
8363,359
8364,354
8365,352
8366,347
8367,344
8368,370
8369,341
8370,346
8371,341
8372,370
8373,358
8374,352
8375,355
8376,340
8377,365
8378,365
8379,345
8380,366
8381,352
8382,363
8383,358
8384,344
8385,367
8386,341
8387,363
8388,351
8389,368
8390,358
8391,340
8392,351
8393,356
8394,364
8395,349
8396,350
8397,354
8398,365
8399,346
8400,353
8401,369
8402,347
8403,342
8404,370
8405,356
8406,366
8407,358
8408,352
8409,344
8410,366
8411,342
8412,353
8413,363
8414,367
8415,361
8416,360
8417,370
8418,342
8419,346
8420,363
8421,357
8422,346
8423,367
8424,352
8425,343
8426,342
8427,348
8428,352
8429,370
8430,357
8431,347
8432,360
8433,362
8434,354
8435,356
8436,358
8437,367
8438,357
8439,345
8440,346
8441,364
8442,346
8443,359
8444,349
8445,366
8446,341
8447,364
8448,349
8449,348
8450,352
8451,346
8452,342
8453,342
8454,369
8455,351
8456,342
8457,346
8458,346
8459,361
8460,340
8461,360
8462,341
8463,354
8464,362
8465,347
8466,358
8467,345
8468,353
8469,354
8470,366
8471,367
8472,363
8473,340
8474,361
8475,366
8476,360
8477,340
8478,366
8479,368
8480,357
8481,343
8482,360
8483,343
8484,358
8485,342
8486,342
8487,356
8488,365
8489,343
8490,359
8491,353
8492,360
8493,367
8494,369
8495,365
8496,345
8497,363
8498,364
8499,353
8500,361
8501,353
8502,348
8503,349
8504,364
8505,359
8506,352
8507,353
8508,340
8509,364
8510,364
8511,368
8512,357
8513,350
8514,342
8515,343
8516,365
8517,342
8518,356
8519,345
8520,367
8521,367
8522,359
8523,368
8524,357
8525,353
8526,346
8527,344
8528,350
8529,355
8530,363
8531,350
8532,341
8533,359
8534,359
8535,361
8536,355
8537,365
8538,355
8539,353
8540,359
8541,354
8542,366
8543,360
8544,363
8545,367
8546,347
8547,363
8548,359
8549,351
8550,345
8551,367
8552,347
8553,360
8554,356
8555,348
8556,364
8557,346
8558,361
8559,342
8560,369
8561,346
8562,347
8563,358
8564,353
8565,358
8566,365
8567,367
8568,351
8569,345
8570,368
8571,361
8572,350
8573,358
8574,342
8575,347
8576,363
8577,344
8578,367
8579,364
8580,351
8581,349
8582,350
8583,342
8584,355
8585,353
8586,351
8587,340
8588,363
8589,341
8590,343
8591,367
8592,362
8593,362
8594,364
8595,342
8596,370
8597,363
8598,367
8599,347
8600,349
8601,361
8602,367
8603,350
8604,357
8605,357
8606,369
8607,355
8608,357
8609,359
8610,350
8611,369
8612,352
8613,350
8614,352
8615,361
8616,366
8617,349
8618,364
8619,350
8620,361
8621,363
8622,343
8623,343
8624,361
8625,348
8626,351
8627,343
8628,365
8629,363
8630,365
8631,360
8632,366
8633,366
8634,351
8635,370
8636,346
8637,364
8638,360
8639,348
8640,357
8641,368
8642,349
8643,346
8644,357
8645,347
8646,359
8647,370
8648,362
8649,343
8650,362
8651,350
8652,355
8653,358
8654,366
8655,345
8656,364
8657,346
8658,365
8659,354
8660,352
8661,362
8662,360
8663,352
8664,361
8665,360
8666,359
8667,341
8668,369
8669,357
8670,368
8671,363
8672,340
8673,369
8674,349
8675,369
8676,357
8677,351
8678,361
8679,343
8680,340
8681,368
8682,351
8683,350
8684,365
8685,351
8686,362
8687,369
8688,360
8689,355
8690,364
8691,355
8692,353
8693,343
8694,342
8695,352
8696,343
8697,360
8698,368
8699,349
8700,369
8701,367
8702,342
8703,363
8704,366
8705,366
8706,356
8707,354
8708,369
8709,369
8710,365
8711,344
8712,351
8713,354
8714,348
8715,345
8716,368
8717,363
8718,342
8719,357
8720,356
8721,343
8722,364
8723,348
8724,351
8725,342
8726,347
8727,352
8728,341
8729,342
8730,367
8731,342
8732,353
8733,348
8734,369
8735,355
8736,345
8737,352
8738,363
8739,351
8740,344
8741,370
8742,353
8743,353
8744,350
8745,369
8746,344
8747,362
8748,364
8749,353
8750,342
8751,348
8752,351
8753,360
8754,353
8755,368
8756,366
8757,365
8758,360
8759,348
8760,361
8761,347
8762,362
8763,367
8764,361
8765,346
8766,342
8767,364
8768,340
8769,340
8770,360
8771,343
8772,357
8773,356
8774,364
8775,355
8776,356
8777,343
8778,349
8779,359
8780,361
8781,341
8782,341
8783,344
8784,353
8785,365
8786,352
8787,351
8788,343
8789,368
8790,353
8791,368
8792,351
8793,358
8794,347
8795,369
8796,367
8797,354
8798,357
8799,368
8800,341
8801,361
8802,353
8803,366
8804,348
8805,355
8806,370
8807,359
8808,349
8809,343
8810,369
8811,349
8812,344
8813,368
8814,347
8815,369
8816,361
8817,342
8818,353
8819,343
8820,357
8821,361
8822,342
8823,342
8824,359
8825,354
8826,361
8827,362
8828,351
8829,343
8830,359
8831,356
8832,362
8833,354
8834,353
8835,370
8836,364
8837,354
8838,357
8839,357
8840,366
8841,357
8842,342
8843,364
8844,366
8845,351
8846,361
8847,346
8848,358
8849,358
8850,345
8851,340
8852,341
8853,351
8854,346
8855,356
8856,370
8857,347
8858,352
8859,340
8860,349
8861,348
8862,357
8863,343
8864,360
8865,348
8866,350
8867,344
8868,348
8869,348
8870,364
8871,349
8872,349
8873,355
8874,355
8875,357
8876,357
8877,346
8878,366
8879,359
8880,355
8881,353
8882,370
8883,365
8884,360
8885,349
8886,344
8887,355
8888,353
8889,345
8890,359
8891,341
8892,359
8893,350
8894,366
8895,353
8896,355
8897,350
8898,340
8899,369
8900,368
8901,356
8902,352
8903,352
8904,355
8905,367
8906,355
8907,357
8908,367
8909,349
8910,367
8911,354
8912,353
8913,349
8914,343
8915,362
8916,340
8917,366
8918,343
8919,349
8920,350
8921,344
8922,346
8923,362
8924,346
8925,341
8926,347
8927,369
8928,353
8929,368
8930,367
8931,369
8932,341
8933,364
8934,348
8935,344
8936,367
8937,345
8938,365
8939,340
8940,349
8941,350
8942,366
8943,352
8944,342
8945,350
8946,363
8947,362
8948,365
8949,370
8950,360
8951,370
8952,354
8953,343
8954,350
8955,354
8956,342
8957,370
8958,343
8959,346
8960,360
8961,362
8962,356
8963,352
8964,343
8965,354
8966,367
8967,361
8968,359
8969,363
8970,342
8971,355
8972,369
8973,349
8974,344
8975,351
8976,353
8977,349
8978,350
8979,358
8980,344
8981,352
8982,364
8983,364
8984,357
8985,348
8986,368
8987,348
8988,343
8989,364
8990,365
8991,367
8992,366
8993,360
8994,352
8995,361
8996,347
8997,352
8998,355
8999,362
9000,341
9001,340
9002,356
9003,363
9004,350
9005,355
9006,356
9007,369
9008,369
9009,351
9010,370
9011,347
9012,341
9013,357
9014,356
9015,345
9016,354
9017,361
9018,345
9019,343
9020,368
9021,353
9022,343
9023,367
9024,357
9025,342
9026,365
9027,355
9028,353
9029,365
9030,363
9031,341
9032,351
9033,363
9034,369
9035,347
9036,348
9037,364
9038,350
9039,340
9040,341
9041,359
9042,343
9043,358
9044,344
9045,348
9046,359
9047,351
9048,347
9049,359
9050,359
9051,365
9052,344
9053,360
9054,350
9055,353
9056,356
9057,357
9058,359
9059,355
9060,360
9061,355
9062,359
9063,353
9064,365
9065,343
9066,342
9067,340
9068,355
9069,364
9070,346
9071,348
9072,350
9073,349
9074,358
9075,354
9076,362
9077,362
9078,355
9079,349
9080,356
9081,369
9082,348
9083,352
9084,354
9085,343
9086,368
9087,347
9088,368
9089,342
9090,349
9091,345
9092,345
9093,356
9094,357
9095,362
9096,367
9097,354
9098,359
9099,360
9100,355
9101,366
9102,342
9103,350
9104,362
9105,349
9106,345
9107,342
9108,369
9109,359
9110,370
9111,361
9112,367
9113,359
9114,348
9115,350
9116,351
9117,369
9118,355
9119,355
9120,342
9121,342
9122,345
9123,369
9124,351
9125,357
9126,344
9127,340
9128,361
9129,369
9130,347
9131,353
9132,359
9133,363
9134,365
9135,343
9136,359
9137,348
9138,364
9139,358
9140,344
9141,364
9142,368
9143,362
9144,353
9145,364
9146,368
9147,344
9148,353
9149,367
9150,366
9151,364
9152,346
9153,365
9154,361
9155,364
9156,341
9157,367
9158,363
9159,350
9160,342
9161,363
9162,348
9163,364
9164,341
9165,350
9166,368
9167,345
9168,360
9169,351
9170,340
9171,361
9172,349
9173,348
9174,345
9175,356
9176,346
9177,344
9178,368
9179,349
9180,360
9181,355
9182,353
9183,363
9184,366
9185,361
9186,353
9187,369
9188,342
9189,351
9190,353
9191,359
9192,360
9193,356
9194,366
9195,361
9196,362
9197,352
9198,367
9199,340
9200,363
9201,348
9202,367
9203,364
9204,344
9205,348
9206,364
9207,347
9208,369
9209,364
9210,350
9211,370
9212,364
9213,340
9214,343
9215,358
9216,354
9217,367
9218,368
9219,370
9220,343
9221,369
9222,370
9223,362
9224,357
9225,345
9226,360
9227,342
9228,348
9229,353
9230,351
9231,349
9232,340
9233,352
9234,346
9235,352
9236,341
9237,367
9238,342
9239,353
9240,348
9241,364
9242,368
9243,351
9244,367
9245,361
9246,348
9247,369
9248,368
9249,351
9250,359
9251,367
9252,356
9253,346
9254,347
9255,343
9256,356
9257,342
9258,340
9259,365
9260,349
9261,345
9262,351
9263,365
9264,345
9265,352
9266,368
9267,363
9268,355
9269,345
9270,367
9271,360
9272,361
9273,344
9274,356
9275,367
9276,358
9277,369
9278,342
9279,352
9280,349
9281,342
9282,353
9283,353
9284,347
9285,355
9286,368
9287,367
9288,357
9289,359
9290,354
9291,360
9292,352
9293,354
9294,362
9295,365
9296,345
9297,361
9298,361
9299,353
9300,347
9301,344
9302,342
9303,362
9304,360
9305,346
9306,352
9307,340
9308,347
9309,360
9310,360
9311,367
9312,357
9313,351
9314,364
9315,366
9316,355
9317,346
9318,348
9319,359
9320,358
9321,351
9322,349
9323,344
9324,363
9325,355
9326,352
9327,368
9328,354
9329,366
9330,343
9331,366
9332,363
9333,351
9334,363
9335,349
9336,362
9337,360
9338,370
9339,368
9340,370
9341,370
9342,343
9343,347
9344,345
9345,364
9346,354
9347,365
9348,350
9349,358
9350,367
9351,345
9352,369
9353,343
9354,351
9355,353
9356,344
9357,370
9358,342
9359,343
9360,360
9361,359
9362,341
9363,346
9364,370
9365,350
9366,343
9367,342
9368,345
9369,347
9370,363
9371,344
9372,356
9373,352
9374,363
9375,362
9376,370
9377,343
9378,363
9379,347
9380,350
9381,351
9382,346
9383,357
9384,351
9385,349
9386,357
9387,369
9388,342
9389,346
9390,367
9391,354
9392,362
9393,365
9394,368
9395,366
9396,343
9397,356
9398,367
9399,348
9400,361
9401,369
9402,356
9403,346
9404,353
9405,362
9406,347
9407,348
9408,347
9409,353
9410,369
9411,368
9412,355
9413,365
9414,361
9415,340
9416,370
9417,349
9418,352
9419,349
9420,359
9421,346
9422,354
9423,352
9424,341
9425,349
9426,340
9427,367
9428,366
9429,353
9430,361
9431,367
9432,357
9433,368
9434,368
9435,345
9436,344
9437,367
9438,369
9439,364
9440,352
9441,370
9442,344
9443,367
9444,355
9445,363
9446,363
9447,361
9448,342
9449,365
9450,353
9451,350
9452,345
9453,360
9454,358
9455,365
9456,355
9457,344
9458,345
9459,341
9460,363
9461,350
9462,350
9463,364
9464,349
9465,353
9466,370
9467,362
9468,355
9469,341
9470,341
9471,355
9472,343
9473,347
9474,366
9475,343
9476,365
9477,358
9478,349
9479,352
9480,362
9481,358
9482,349
9483,370
9484,363
9485,357
9486,355
9487,368
9488,368
9489,343
9490,358
9491,357
9492,350
9493,358
9494,352
9495,361
9496,365
9497,346
9498,368
9499,365
9500,363
9501,340
9502,359
9503,360
9504,346
9505,365
9506,351
9507,359
9508,352
9509,365
9510,362
9511,345
9512,363
9513,341
9514,353
9515,354
9516,352
9517,356
9518,351
9519,353
9520,360
9521,355
9522,357
9523,358
9524,351
9525,354
9526,359
9527,348
9528,349
9529,342
9530,342
9531,346
9532,368
9533,365
9534,368
9535,341
9536,351
9537,368
9538,367
9539,347
9540,360
9541,365
9542,370
9543,370
9544,356
9545,367
9546,348
9547,341
9548,343
9549,358
9550,349
9551,356
9552,364
9553,354
9554,365
9555,353
9556,363
9557,362
9558,351
9559,345
9560,353
9561,359
9562,340
9563,348
9564,341
9565,358
9566,360
9567,347
9568,344
9569,355
9570,370
9571,357
9572,358
9573,344
9574,368
9575,360
9576,346
9577,341
9578,350
9579,368
9580,340
9581,343
9582,363
9583,370
9584,348
9585,356
9586,345
9587,353
9588,366
9589,355
9590,367
9591,366
9592,364
9593,366
9594,363
9595,350
9596,362
9597,353
9598,367
9599,370
9600,347
9601,349
9602,362
9603,357
9604,356
9605,352
9606,359
9607,343
9608,340
9609,366
9610,359
9611,352
9612,368
9613,362
9614,369
9615,352
9616,344
9617,362
9618,355
9619,363
9620,353
9621,341
9622,348
9623,348
9624,353
9625,344
9626,355
9627,341
9628,359
9629,349
9630,364
9631,344
9632,349
9633,353
9634,340
9635,346
9636,348
9637,351
9638,350
9639,342
9640,346
9641,365
9642,360
9643,350
9644,358
9645,362
9646,360
9647,356
9648,347
9649,359
9650,354
9651,359
9652,347
9653,342
9654,353
9655,357
9656,352
9657,349
9658,363
9659,350
9660,355
9661,369
9662,356
9663,353
9664,343
9665,367
9666,366
9667,369
9668,360
9669,368
9670,358
9671,362
9672,342
9673,348
9674,345
9675,353
9676,352
9677,340
9678,359
9679,362
9680,363
9681,364
9682,345
9683,349
9684,369
9685,342
9686,346
9687,349
9688,344
9689,366
9690,350
9691,342
9692,346
9693,343
9694,357
9695,366
9696,358
9697,345
9698,351
9699,366
9700,361
9701,361
9702,368
9703,341
9704,349
9705,350
9706,341
9707,366
9708,348
9709,363
9710,347
9711,368
9712,342
9713,345
9714,351
9715,360
9716,353
9717,343
9718,358
9719,350
9720,366
9721,348
9722,358
9723,356
9724,351
9725,341
9726,340
9727,351
9728,366
9729,365
9730,353
9731,368
9732,357
9733,361
9734,350
9735,361
9736,370
9737,344
9738,354
9739,344
9740,367
9741,349
9742,351
9743,340
9744,346
9745,356
9746,344
9747,357
9748,352
9749,350
9750,369
9751,343
9752,350
9753,359
9754,365
9755,342
9756,346
9757,358
9758,363
9759,340
9760,368
9761,365
9762,356
9763,346
9764,367
9765,342
9766,352
9767,348
9768,356
9769,357
9770,354
9771,343
9772,361
9773,362
9774,341
9775,351
9776,354
9777,347
9778,368
9779,347
9780,348
9781,346
9782,367
9783,340
9784,346
9785,352
9786,361
9787,340
9788,347
9789,349
9790,346
9791,366
9792,354
9793,357
9794,368
9795,355
9796,344
9797,342
9798,360
9799,364
9800,366
9801,369
9802,351
9803,367
9804,354
9805,353
9806,347
9807,370
9808,352
9809,363
9810,343
9811,366
9812,356
9813,341
9814,346
9815,355
9816,361
9817,363
9818,364
9819,364
9820,368
9821,348
9822,357
9823,342
9824,356
9825,350
9826,356
9827,358
9828,342
9829,363
9830,351
9831,356
9832,359
9833,341
9834,349
9835,344
9836,343
9837,342
9838,345
9839,350
9840,369
9841,352
9842,352
9843,345
9844,362
9845,350
9846,347
9847,342
9848,345
9849,356
9850,356
9851,361
9852,365
9853,341
9854,352
9855,351
9856,362
9857,360
9858,365
9859,360
9860,352
9861,351
9862,369
9863,366
9864,357
9865,341
9866,355
9867,349
9868,362
9869,348
9870,355
9871,357
9872,342
9873,368
9874,343
9875,342
9876,355
9877,360
9878,364
9879,347
9880,359
9881,366
9882,364
9883,351
9884,346
9885,361
9886,353
9887,366
9888,350
9889,344
9890,369
9891,352
9892,344
9893,367
9894,361
9895,341
9896,361
9897,366
9898,367
9899,352
9900,361
9901,360
9902,355
9903,366
9904,367
9905,351
9906,341
9907,363
9908,364
9909,363
9910,365
9911,358
9912,347
9913,353
9914,341
9915,351
9916,354
9917,366
9918,367
9919,343
9920,344
9921,352
9922,343
9923,368
9924,340
9925,370
9926,342
9927,359
9928,349
9929,363
9930,341
9931,353
9932,357
9933,342
9934,364
9935,356
9936,344
9937,342
9938,341
9939,343
9940,360
9941,361
9942,360
9943,341
9944,345
9945,342
9946,365
9947,350
9948,347
9949,354
9950,362
9951,350
9952,347
9953,345
9954,368
9955,351
9956,366
9957,365
9958,360
9959,351
9960,366
9961,344
9962,346
9963,355
9964,341
9965,354
9966,358
9967,364
9968,355
9969,352
9970,358
9971,358
9972,353
9973,360
9974,350
9975,363
9976,368
9977,365
9978,369
9979,362
9980,356
9981,368
9982,351
9983,349
9984,367
9985,344
9986,361
9987,369
9988,362
9989,364
9990,356
9991,351
9992,346
9993,343
9994,349
9995,351
9996,366
9997,361
9998,345
9999,344
10000,365
10001,360
10002,360
10003,343
10004,352
10005,358
10006,356
10007,366
10008,352
10009,344
10010,345
10011,344
10012,363
10013,348
10014,353
10015,369
10016,360
10017,345
10018,368
10019,355
10020,354
10021,348
10022,366
10023,370
10024,352
10025,352
10026,361
10027,366
10028,360
10029,346
10030,364
10031,343
10032,355
10033,355
10034,364
10035,354
10036,357
10037,343
10038,351
10039,363
10040,366
10041,346
10042,344
10043,358
10044,351
10045,354
10046,340
10047,358
10048,354
10049,357
10050,348
10051,346
10052,362
10053,343
10054,355
10055,346
10056,352
10057,361
10058,347
10059,359
10060,344
10061,369
10062,345
10063,365
10064,347
10065,343
10066,349
10067,364
10068,357
10069,356
10070,361
10071,356
10072,361
10073,364
10074,344
10075,364
10076,369
10077,340
10078,346
10079,362
10080,351
10081,343
10082,365
10083,360
10084,342
10085,370
10086,360
10087,370
10088,353
10089,348
10090,344
10091,369
10092,363
10093,351
10094,370
10095,348
10096,362
10097,363
10098,359
10099,350
10100,350
10101,344
10102,351
10103,342
10104,369
10105,340
10106,341
10107,367
10108,352
10109,348
10110,360
10111,369
10112,349
10113,349
10114,340
10115,342
10116,364
10117,359
10118,346
10119,360
10120,349
10121,348
10122,361
10123,350
10124,350
10125,341
10126,366
10127,347
10128,362
10129,370
10130,364
10131,364
10132,364
10133,352
10134,350
10135,356
10136,342
10137,368
10138,340
10139,355
10140,341
10141,353
10142,345
10143,358
10144,347
10145,365
10146,344
10147,348
10148,358
10149,357
10150,343
10151,368
10152,347
10153,341
10154,369
10155,369
10156,342
10157,370
10158,345
10159,351
10160,352
10161,357
10162,364
10163,368
10164,367
10165,343
10166,356
10167,357
10168,341
10169,365
10170,356
10171,348
10172,357
10173,344
10174,353
10175,340
10176,348
10177,354
10178,359
10179,341
10180,346
10181,370
10182,341
10183,346
10184,354
10185,360
10186,342
10187,346
10188,342
10189,346
10190,355
10191,367
10192,364
10193,348
10194,357
10195,348
10196,340
10197,347
10198,353
10199,343
10200,361
10201,350
10202,345
10203,355
10204,358
10205,358
10206,358
10207,345
10208,347
10209,350
10210,366
10211,363
10212,361
10213,347
10214,355
10215,352
10216,350
10217,344
10218,368
10219,346
10220,368
10221,366
10222,355
10223,351
10224,349
10225,356
10226,350
10227,348
10228,342
10229,360
10230,344
10231,341
10232,354
10233,362
10234,357
10235,354
10236,367
10237,344
10238,360
10239,351
10240,356
10241,343
10242,368
10243,347
10244,354
10245,349
10246,346
10247,356
10248,355
10249,351
10250,356
10251,352
10252,368
10253,353
10254,369
10255,350
10256,358
10257,343
10258,360
10259,346
10260,341
10261,354
10262,348
10263,355
10264,357
10265,351
10266,346
10267,360
10268,354
10269,369
10270,361
10271,358
10272,350
10273,362
10274,359
10275,347
10276,352
10277,347
10278,357
10279,355
10280,342
10281,368
10282,364
10283,344
10284,348
10285,366
10286,356
10287,358
10288,355
10289,341
10290,368
10291,342
10292,362
10293,367
10294,344
10295,365
10296,356
10297,361
10298,366
10299,349
10300,346
10301,365
10302,362
10303,353
10304,370
10305,342
10306,357
10307,356
10308,355
10309,368
10310,340
10311,369
10312,370
10313,349
10314,344
10315,347
10316,369
10317,350
10318,370
10319,351
10320,353
10321,342
10322,346
10323,355
10324,354
10325,343
10326,357
10327,344
10328,354
10329,346
10330,370
10331,366
10332,359
10333,351
10334,363
10335,349
10336,345
10337,366
10338,345
10339,370
10340,352
10341,342
10342,341
10343,345
10344,348
10345,359
10346,360
10347,367
10348,356
10349,343
10350,352
10351,360
10352,355
10353,340
10354,366
10355,353
10356,363
10357,348
10358,358
10359,370
10360,367
10361,365
10362,348
10363,343
10364,370
10365,366
10366,349
10367,345
10368,356
10369,353
10370,347
10371,343
10372,345
10373,370
10374,352
10375,357
10376,349
10377,355
10378,360
10379,349
10380,365
10381,345
10382,356
10383,342
10384,360
10385,350
10386,367
10387,344
10388,362
10389,357
10390,362
10391,357
10392,352
10393,354
10394,366
10395,348
10396,364
10397,369
10398,370
10399,343
10400,369
10401,348
10402,360
10403,347
10404,348
10405,359
10406,348
10407,367
10408,343
10409,351
10410,357
10411,346
10412,362
10413,359
10414,367
10415,358
10416,350
10417,361
10418,363
10419,345
10420,340
10421,348
10422,359
10423,370
10424,370
10425,352
10426,350
10427,349
10428,358
10429,354
10430,357
10431,370
10432,355
10433,356
10434,354
10435,348
10436,367
10437,359
10438,368
10439,366
10440,367
10441,352
10442,343
10443,342
10444,364
10445,365
10446,355
10447,346
10448,346
10449,355
10450,350
10451,356
10452,370
10453,369
10454,364
10455,367
10456,358
10457,352
10458,358
10459,362
10460,345
10461,369
10462,346
10463,352
10464,342
10465,344
10466,364
10467,348
10468,367
10469,347
10470,359
10471,354
10472,355
10473,361
10474,368
10475,358
10476,357
10477,342
10478,366
10479,356
10480,366
10481,348
10482,345
10483,342
10484,340
10485,367
10486,360
10487,356
10488,368
10489,340
10490,354
10491,363
10492,370
10493,352
10494,340
10495,365
10496,359
10497,341
10498,360
10499,366
10500,348
10501,347
10502,363
10503,345
10504,344
10505,356
10506,356
10507,351
10508,356
10509,345
10510,348
10511,358
10512,345
10513,341
10514,345
10515,365
10516,370
10517,340
10518,366
10519,364
10520,366
10521,354
10522,358
10523,363
10524,345
10525,343
10526,348
10527,356
10528,345
10529,369
